timestamp,radiation_uSv_h,sensor_id,location,temperature_c,humidity_percent,is_anomaly,anomaly_type
2026-01-01 01:29:00,0.1299,RAD-001,Lab Room A,23.26,51.82,0,normal
2026-01-01 01:30:00,0.1266,RAD-001,Lab Room A,21.93,49.65,0,normal
2026-01-01 01:31:00,0.1336,RAD-001,Lab Room A,23.08,51.68,0,normal
2026-01-01 01:32:00,0.1203,RAD-001,Lab Room A,22.95,49.53,0,normal
2026-01-01 01:33:00,0.1234,RAD-001,Lab Room A,22.88,51.76,0,normal
2026-01-01 01:34:00,0.1229,RAD-001,Lab Room A,21.96,49.52,0,normal
2026-01-01 01:35:00,0.1144,RAD-001,Lab Room A,22.63,49.75,0,normal
2026-01-01 01:36:00,0.1286,RAD-001,Lab Room A,23.32,48.39,0,normal
2026-01-01 01:37:00,0.1283,RAD-001,Lab Room A,22.51,52.54,0,normal
2026-01-01 01:38:00,0.1264,RAD-001,Lab Room A,22.27,48.82,0,normal
2026-01-01 01:39:00,0.1245,RAD-001,Lab Room A,22.43,48.04,0,normal
2026-01-01 01:40:00,0.1151,RAD-001,Lab Room A,23.35,52.39,0,normal
2026-01-01 01:41:00,0.1231,RAD-001,Lab Room A,23.06,50.95,0,normal
2026-01-01 01:42:00,0.1238,RAD-001,Lab Room A,23.46,52.34,0,normal
2026-01-01 01:43:00,0.1202,RAD-001,Lab Room A,23.17,48.89,0,normal
2026-01-01 01:44:00,0.1254,RAD-001,Lab Room A,22.56,50.87,0,normal
2026-01-01 01:45:00,0.13,RAD-001,Lab Room A,23.64,52.07,0,normal
2026-01-01 01:46:00,0.1419,RAD-001,Lab Room A,22.67,48.26,0,normal
2026-01-01 01:47:00,0.1283,RAD-001,Lab Room A,22.6,50.46,0,normal
2026-01-01 01:48:00,0.129,RAD-001,Lab Room A,23.03,49.3,0,normal
2026-01-01 01:49:00,0.1264,RAD-001,Lab Room A,23.11,49.39,0,normal
2026-01-01 01:50:00,0.1117,RAD-001,Lab Room A,23.28,48.75,0,normal
2026-01-01 01:51:00,0.1269,RAD-001,Lab Room A,22.82,50.62,0,normal
2026-01-01 01:52:00,0.1276,RAD-001,Lab Room A,23.53,49.63,0,normal
2026-01-01 01:53:00,0.1469,RAD-001,Lab Room A,22.71,48.6,0,normal
2026-01-01 01:54:00,0.1257,RAD-001,Lab Room A,22.54,52.12,0,normal
2026-01-01 01:55:00,0.1297,RAD-001,Lab Room A,22.2,50.07,0,normal
2026-01-01 01:56:00,0.1271,RAD-001,Lab Room A,22.9,47.64,0,normal
2026-01-01 01:57:00,0.1181,RAD-001,Lab Room A,23.34,48.96,0,normal
2026-01-01 01:58:00,0.1366,RAD-001,Lab Room A,23.3,47.77,0,normal
2026-01-01 01:59:00,0.1336,RAD-001,Lab Room A,23.14,49.05,0,normal
2026-01-01 02:00:00,0.1339,RAD-001,Lab Room A,22.83,50.52,0,normal
2026-01-01 02:01:00,0.1204,RAD-001,Lab Room A,23.53,50.92,0,normal
2026-01-01 02:02:00,0.139,RAD-001,Lab Room A,23.07,51.26,0,normal
2026-01-01 02:03:00,0.1166,RAD-001,Lab Room A,23.2,49.06,0,normal
2026-01-01 02:04:00,0.1325,RAD-001,Lab Room A,22.58,49.46,0,normal
2026-01-01 02:05:00,0.1454,RAD-001,Lab Room A,22.31,50.66,0,normal
2026-01-01 02:06:00,0.12,RAD-001,Lab Room A,23.41,51.29,0,normal
2026-01-01 02:07:00,0.1235,RAD-001,Lab Room A,24.08,49.79,0,normal
2026-01-01 02:08:00,0.1289,RAD-001,Lab Room A,23.26,50.96,0,normal
2026-01-01 02:09:00,0.1241,RAD-001,Lab Room A,23.43,49.16,0,normal
2026-01-01 02:10:00,0.1158,RAD-001,Lab Room A,23.43,46.78,0,normal
2026-01-01 02:11:00,0.1288,RAD-001,Lab Room A,23.13,51.36,0,normal
2026-01-01 02:12:00,0.1198,RAD-001,Lab Room A,22.49,50.85,0,normal
2026-01-01 02:13:00,0.1321,RAD-001,Lab Room A,23.41,49.85,0,normal
2026-01-01 02:14:00,0.1211,RAD-001,Lab Room A,23.74,50.26,0,normal
2026-01-01 02:15:00,0.1409,RAD-001,Lab Room A,23.35,51.73,0,normal
2026-01-01 02:16:00,0.1223,RAD-001,Lab Room A,23.06,49.99,0,normal
2026-01-01 02:17:00,0.126,RAD-001,Lab Room A,23.32,45.66,0,normal
2026-01-01 02:18:00,0.1351,RAD-001,Lab Room A,23.14,46.95,0,normal
2026-01-01 02:19:00,0.1188,RAD-001,Lab Room A,23.7,52.0,0,normal
2026-01-01 02:20:00,0.1306,RAD-001,Lab Room A,23.27,50.89,0,normal
2026-01-01 02:21:00,0.1393,RAD-001,Lab Room A,23.48,51.7,0,normal
2026-01-01 02:22:00,0.116,RAD-001,Lab Room A,23.65,52.22,0,normal
2026-01-01 02:23:00,0.1304,RAD-001,Lab Room A,23.5,52.14,0,normal
2026-01-01 02:24:00,0.131,RAD-001,Lab Room A,23.24,47.88,0,normal
2026-01-01 02:25:00,0.1353,RAD-001,Lab Room A,22.62,49.69,0,normal
2026-01-01 02:26:00,0.1192,RAD-001,Lab Room A,23.41,48.66,0,normal
2026-01-01 02:27:00,0.1186,RAD-001,Lab Room A,23.61,50.23,0,normal
2026-01-01 02:28:00,0.1334,RAD-001,Lab Room A,22.6,47.95,0,normal
2026-01-01 02:29:00,0.1316,RAD-001,Lab Room A,23.42,50.05,0,normal
2026-01-01 02:30:00,0.1313,RAD-001,Lab Room A,23.26,47.4,0,normal
2026-01-01 02:31:00,0.1321,RAD-001,Lab Room A,22.36,49.46,0,normal
2026-01-01 02:32:00,0.1239,RAD-001,Lab Room A,23.4,52.17,0,normal
2026-01-01 02:33:00,0.1313,RAD-001,Lab Room A,23.83,48.95,0,normal
2026-01-01 02:34:00,0.1318,RAD-001,Lab Room A,23.3,48.94,0,normal
2026-01-01 02:35:00,0.1238,RAD-001,Lab Room A,22.46,50.16,0,normal
2026-01-01 02:36:00,0.1445,RAD-001,Lab Room A,23.44,50.24,0,normal
2026-01-01 02:37:00,0.1334,RAD-001,Lab Room A,23.74,50.44,0,normal
2026-01-01 02:38:00,0.1202,RAD-001,Lab Room A,22.97,48.77,0,normal
2026-01-01 02:39:00,0.135,RAD-001,Lab Room A,23.22,49.06,0,normal
2026-01-01 02:40:00,0.122,RAD-001,Lab Room A,23.18,50.06,0,normal
2026-01-01 02:41:00,0.1361,RAD-001,Lab Room A,23.37,51.43,0,normal
2026-01-01 02:42:00,0.1392,RAD-001,Lab Room A,23.18,48.86,0,normal
2026-01-01 02:43:00,0.1234,RAD-001,Lab Room A,23.87,49.66,0,normal
2026-01-01 02:44:00,0.1377,RAD-001,Lab Room A,23.87,47.04,0,normal
2026-01-01 02:45:00,0.1334,RAD-001,Lab Room A,23.1,49.29,0,normal
2026-01-01 02:46:00,0.1367,RAD-001,Lab Room A,23.89,50.24,0,normal
2026-01-01 02:47:00,0.1453,RAD-001,Lab Room A,22.7,51.24,0,normal
2026-01-01 02:48:00,0.1282,RAD-001,Lab Room A,23.04,48.76,0,normal
2026-01-01 02:49:00,0.1242,RAD-001,Lab Room A,23.62,50.19,0,normal
2026-01-01 02:50:00,0.1232,RAD-001,Lab Room A,23.41,50.33,0,normal
2026-01-01 02:51:00,0.1238,RAD-001,Lab Room A,23.44,47.24,0,normal
2026-01-01 02:52:00,0.1298,RAD-001,Lab Room A,23.54,48.03,0,normal
2026-01-01 02:53:00,0.1332,RAD-001,Lab Room A,23.21,50.67,0,normal
2026-01-01 02:54:00,0.1327,RAD-001,Lab Room A,23.91,50.0,0,normal
2026-01-01 02:55:00,0.1372,RAD-001,Lab Room A,23.69,50.05,0,normal
2026-01-01 02:56:00,0.1307,RAD-001,Lab Room A,23.38,48.51,0,normal
2026-01-01 02:57:00,0.1423,RAD-001,Lab Room A,23.8,47.73,0,normal
2026-01-01 02:58:00,0.1286,RAD-001,Lab Room A,23.61,50.61,0,normal
2026-01-01 02:59:00,0.1525,RAD-001,Lab Room A,23.34,50.14,0,normal
2026-01-01 03:00:00,0.1358,RAD-001,Lab Room A,23.33,46.97,0,normal
2026-01-01 03:01:00,0.124,RAD-001,Lab Room A,22.99,49.73,0,normal
2026-01-01 03:02:00,0.1223,RAD-001,Lab Room A,23.21,52.55,0,normal
2026-01-01 03:03:00,0.1348,RAD-001,Lab Room A,23.39,50.77,0,normal
2026-01-01 03:04:00,0.1292,RAD-001,Lab Room A,23.5,48.52,0,normal
2026-01-01 03:05:00,0.1367,RAD-001,Lab Room A,23.11,50.11,0,normal
2026-01-01 03:06:00,0.1349,RAD-001,Lab Room A,23.5,49.55,0,normal
2026-01-01 03:07:00,0.1305,RAD-001,Lab Room A,23.27,52.32,0,normal
2026-01-01 03:08:00,0.1244,RAD-001,Lab Room A,23.21,48.16,0,normal
2026-01-01 03:09:00,0.1191,RAD-001,Lab Room A,23.71,51.79,0,normal
2026-01-01 03:10:00,0.1277,RAD-001,Lab Room A,23.57,48.04,0,normal
2026-01-01 03:11:00,0.1381,RAD-001,Lab Room A,23.46,50.33,0,normal
2026-01-01 03:12:00,0.1331,RAD-001,Lab Room A,23.72,50.79,0,normal
2026-01-01 03:13:00,0.1214,RAD-001,Lab Room A,23.01,51.55,0,normal
2026-01-01 03:14:00,0.1328,RAD-001,Lab Room A,23.05,50.96,0,normal
2026-01-01 03:15:00,0.1346,RAD-001,Lab Room A,23.37,47.52,0,normal
2026-01-01 03:16:00,0.1244,RAD-001,Lab Room A,23.47,49.8,0,normal
2026-01-01 03:17:00,0.1328,RAD-001,Lab Room A,23.82,50.56,0,normal
2026-01-01 03:18:00,0.1321,RAD-001,Lab Room A,23.27,51.42,0,normal
2026-01-01 03:19:00,0.1225,RAD-001,Lab Room A,23.28,48.08,0,normal
2026-01-01 03:20:00,0.1346,RAD-001,Lab Room A,23.97,48.37,0,normal
2026-01-01 03:21:00,0.1362,RAD-001,Lab Room A,23.1,47.57,0,normal
2026-01-01 03:22:00,0.1404,RAD-001,Lab Room A,23.95,49.76,0,normal
2026-01-01 03:23:00,0.1402,RAD-001,Lab Room A,23.55,50.16,0,normal
2026-01-01 03:24:00,0.1208,RAD-001,Lab Room A,23.24,50.28,0,normal
2026-01-01 03:25:00,0.1244,RAD-001,Lab Room A,23.12,49.34,0,normal
2026-01-01 03:26:00,0.1361,RAD-001,Lab Room A,23.49,49.56,0,normal
2026-01-01 03:27:00,0.1361,RAD-001,Lab Room A,23.83,49.57,0,normal
2026-01-01 03:28:00,0.1361,RAD-001,Lab Room A,23.57,49.37,0,normal
2026-01-01 03:29:00,0.1629,RAD-001,Lab Room A,23.95,46.96,0,normal
2026-01-01 03:30:00,0.1367,RAD-001,Lab Room A,23.94,48.27,0,normal
2026-01-01 03:31:00,0.1412,RAD-001,Lab Room A,23.91,50.5,0,normal
2026-01-01 03:32:00,0.1398,RAD-001,Lab Room A,23.94,49.02,0,normal
2026-01-01 03:33:00,0.1374,RAD-001,Lab Room A,23.39,48.93,0,normal
2026-01-01 03:34:00,0.1297,RAD-001,Lab Room A,23.92,51.57,0,normal
2026-01-01 03:35:00,0.1384,RAD-001,Lab Room A,24.47,51.28,0,normal
2026-01-01 03:36:00,0.1262,RAD-001,Lab Room A,24.01,48.56,0,normal
2026-01-01 03:37:00,0.1305,RAD-001,Lab Room A,23.47,51.89,0,normal
2026-01-01 03:38:00,0.1285,RAD-001,Lab Room A,23.4,49.35,0,normal
2026-01-01 03:39:00,0.1331,RAD-001,Lab Room A,23.68,50.83,0,normal
2026-01-01 03:40:00,0.151,RAD-001,Lab Room A,23.95,49.57,0,normal
2026-01-01 03:41:00,0.1176,RAD-001,Lab Room A,23.71,48.66,0,normal
2026-01-01 03:42:00,0.1381,RAD-001,Lab Room A,23.21,50.81,0,normal
2026-01-01 03:43:00,0.1197,RAD-001,Lab Room A,23.96,48.25,0,normal
2026-01-01 03:44:00,0.1289,RAD-001,Lab Room A,24.03,49.36,0,normal
2026-01-01 03:45:00,0.1414,RAD-001,Lab Room A,23.31,49.58,0,normal
2026-01-01 03:46:00,0.1332,RAD-001,Lab Room A,24.05,49.0,0,normal
2026-01-01 03:47:00,0.1241,RAD-001,Lab Room A,23.72,47.53,0,normal
2026-01-01 03:48:00,0.1271,RAD-001,Lab Room A,23.87,50.32,0,normal
2026-01-01 03:49:00,0.1383,RAD-001,Lab Room A,23.88,50.93,0,normal
2026-01-01 03:50:00,0.127,RAD-001,Lab Room A,23.8,49.79,0,normal
2026-01-01 03:51:00,0.1346,RAD-001,Lab Room A,23.53,48.39,0,normal
2026-01-01 03:52:00,0.1333,RAD-001,Lab Room A,23.9,52.77,0,normal
2026-01-01 03:53:00,0.1278,RAD-001,Lab Room A,23.72,49.16,0,normal
2026-01-01 03:54:00,0.1502,RAD-001,Lab Room A,23.84,49.13,0,normal
2026-01-01 03:55:00,0.1381,RAD-001,Lab Room A,23.6,45.1,0,normal
2026-01-01 03:56:00,0.1169,RAD-001,Lab Room A,23.87,47.62,0,normal
2026-01-01 03:57:00,0.1346,RAD-001,Lab Room A,23.72,51.21,0,normal
2026-01-01 03:58:00,0.1279,RAD-001,Lab Room A,23.32,54.4,0,normal
2026-01-01 03:59:00,0.14,RAD-001,Lab Room A,23.94,51.38,0,normal
2026-01-01 04:00:00,0.1269,RAD-001,Lab Room A,24.16,47.88,0,normal
2026-01-01 04:01:00,0.1323,RAD-001,Lab Room A,23.9,50.15,0,normal
2026-01-01 04:02:00,0.1373,RAD-001,Lab Room A,23.67,48.84,0,normal
2026-01-01 04:03:00,0.1403,RAD-001,Lab Room A,23.91,48.88,0,normal
2026-01-01 04:04:00,0.1238,RAD-001,Lab Room A,23.49,47.45,0,normal
2026-01-01 04:05:00,0.1307,RAD-001,Lab Room A,24.07,50.17,0,normal
2026-01-01 04:06:00,0.1296,RAD-001,Lab Room A,24.12,47.48,0,normal
2026-01-01 04:07:00,0.1282,RAD-001,Lab Room A,23.75,45.92,0,normal
2026-01-01 04:08:00,0.1476,RAD-001,Lab Room A,23.82,48.75,0,normal
2026-01-01 04:09:00,0.1368,RAD-001,Lab Room A,23.37,45.51,0,normal
2026-01-01 04:10:00,0.1235,RAD-001,Lab Room A,24.01,48.13,0,normal
2026-01-01 04:11:00,0.1409,RAD-001,Lab Room A,23.69,50.23,0,normal
2026-01-01 04:12:00,0.1506,RAD-001,Lab Room A,22.77,51.01,0,normal
2026-01-01 04:13:00,0.1419,RAD-001,Lab Room A,23.84,50.26,0,normal
2026-01-01 04:14:00,0.1215,RAD-001,Lab Room A,23.75,48.95,0,normal
2026-01-01 04:15:00,0.1298,RAD-001,Lab Room A,23.4,48.47,0,normal
2026-01-01 04:16:00,0.1439,RAD-001,Lab Room A,24.19,47.88,0,normal
2026-01-01 04:17:00,0.1281,RAD-001,Lab Room A,23.64,51.49,0,normal
2026-01-01 04:18:00,0.1373,RAD-001,Lab Room A,23.52,47.36,0,normal
2026-01-01 04:19:00,0.14,RAD-001,Lab Room A,24.26,49.42,0,normal
2026-01-01 04:20:00,0.1264,RAD-001,Lab Room A,23.98,50.12,0,normal
2026-01-01 04:21:00,0.1334,RAD-001,Lab Room A,23.43,46.24,0,normal
2026-01-01 04:22:00,0.108,RAD-001,Lab Room A,23.82,45.58,0,normal
2026-01-01 04:23:00,0.1257,RAD-001,Lab Room A,23.52,50.08,0,normal
2026-01-01 04:24:00,0.1319,RAD-001,Lab Room A,23.33,47.0,0,normal
2026-01-01 04:25:00,0.124,RAD-001,Lab Room A,23.31,49.63,0,normal
2026-01-01 04:26:00,0.1471,RAD-001,Lab Room A,24.12,47.84,0,normal
2026-01-01 04:27:00,0.1226,RAD-001,Lab Room A,23.53,49.54,0,normal
2026-01-01 04:28:00,0.1306,RAD-001,Lab Room A,23.46,49.74,0,normal
2026-01-01 04:29:00,0.1351,RAD-001,Lab Room A,23.76,50.63,0,normal
2026-01-01 04:30:00,0.1457,RAD-001,Lab Room A,24.88,49.77,0,normal
2026-01-01 04:31:00,0.1227,RAD-001,Lab Room A,24.05,49.43,0,normal
2026-01-01 04:32:00,0.1435,RAD-001,Lab Room A,24.19,51.69,0,normal
2026-01-01 04:33:00,0.1343,RAD-001,Lab Room A,23.49,47.6,0,normal
2026-01-01 04:34:00,0.1264,RAD-001,Lab Room A,24.04,49.13,0,normal
2026-01-01 04:35:00,0.138,RAD-001,Lab Room A,23.87,50.41,0,normal
2026-01-01 04:36:00,0.1359,RAD-001,Lab Room A,23.59,45.04,0,normal
2026-01-01 04:37:00,0.1295,RAD-001,Lab Room A,23.79,51.3,0,normal
2026-01-01 04:38:00,0.1349,RAD-001,Lab Room A,23.62,48.75,0,normal
2026-01-01 04:39:00,0.1313,RAD-001,Lab Room A,23.94,49.63,0,normal
2026-01-01 04:40:00,0.1353,RAD-001,Lab Room A,23.8,48.24,0,normal
2026-01-01 04:41:00,0.1397,RAD-001,Lab Room A,23.63,49.62,0,normal
2026-01-01 04:42:00,0.1471,RAD-001,Lab Room A,23.79,49.35,0,normal
2026-01-01 04:43:00,0.1245,RAD-001,Lab Room A,24.24,47.25,0,normal
2026-01-01 04:44:00,0.1515,RAD-001,Lab Room A,23.44,48.26,0,normal
2026-01-01 04:45:00,0.1189,RAD-001,Lab Room A,23.68,49.66,0,normal
2026-01-01 04:46:00,0.1333,RAD-001,Lab Room A,24.03,51.1,0,normal
2026-01-01 04:47:00,0.1392,RAD-001,Lab Room A,23.66,48.32,0,normal
2026-01-01 04:48:00,0.1368,RAD-001,Lab Room A,24.41,46.93,0,normal
2026-01-01 04:49:00,0.1296,RAD-001,Lab Room A,24.37,49.39,0,normal
2026-01-01 04:50:00,0.1329,RAD-001,Lab Room A,24.39,48.39,0,normal
2026-01-01 04:51:00,0.1307,RAD-001,Lab Room A,24.17,50.03,0,normal
2026-01-01 04:52:00,0.1299,RAD-001,Lab Room A,24.3,47.69,0,normal
2026-01-01 04:53:00,0.1415,RAD-001,Lab Room A,23.92,46.76,0,normal
2026-01-01 04:54:00,0.1375,RAD-001,Lab Room A,23.69,51.14,0,normal
2026-01-01 04:55:00,0.1292,RAD-001,Lab Room A,23.72,48.06,0,normal
2026-01-01 04:56:00,0.1419,RAD-001,Lab Room A,23.3,47.4,0,normal
2026-01-01 04:57:00,0.1372,RAD-001,Lab Room A,23.79,47.72,0,normal
2026-01-01 04:58:00,0.1413,RAD-001,Lab Room A,23.81,50.84,0,normal
2026-01-01 04:59:00,0.1398,RAD-001,Lab Room A,23.86,52.15,0,normal
2026-01-01 05:00:00,0.1282,RAD-001,Lab Room A,24.94,47.51,0,normal
2026-01-01 05:01:00,0.1303,RAD-001,Lab Room A,23.64,48.39,0,normal
2026-01-01 05:02:00,0.1408,RAD-001,Lab Room A,23.85,49.15,0,normal
2026-01-01 05:03:00,0.1397,RAD-001,Lab Room A,24.8,45.86,0,normal
2026-01-01 05:04:00,0.1347,RAD-001,Lab Room A,23.67,47.87,0,normal
2026-01-01 05:05:00,0.1358,RAD-001,Lab Room A,23.53,51.46,0,normal
2026-01-01 05:06:00,0.1451,RAD-001,Lab Room A,23.87,48.12,0,normal
2026-01-01 05:07:00,0.1302,RAD-001,Lab Room A,23.67,50.49,0,normal
2026-01-01 05:08:00,0.1393,RAD-001,Lab Room A,24.39,48.48,0,normal
2026-01-01 05:09:00,0.1333,RAD-001,Lab Room A,24.01,45.37,0,normal
2026-01-01 05:10:00,0.1332,RAD-001,Lab Room A,23.52,50.04,0,normal
2026-01-01 05:11:00,0.1438,RAD-001,Lab Room A,24.08,48.01,0,normal
2026-01-01 05:12:00,0.1416,RAD-001,Lab Room A,24.03,50.66,0,normal
2026-01-01 05:13:00,0.1415,RAD-001,Lab Room A,23.41,48.8,0,normal
2026-01-01 05:14:00,0.1455,RAD-001,Lab Room A,24.14,48.5,0,normal
2026-01-01 05:15:00,0.1352,RAD-001,Lab Room A,24.16,49.18,0,normal
